ID,COUNT_TEMP,SEX,AGE,MARITAL_STATUS,CITY,DISTRICT,EDUCATION,ANNU_INCOME,PRIVATE_VEHICLE,COMMUTE,CHILDREN,DATE,MCC_CAT,AMOUNT,CARD_TYPE,PAYBY,MOBILE_PAYMENT,QUANTITY,AD_EXPO,AD_CLICK,AD_TIME
001548,82,男,33,1,基隆市,七堵區,高中(職),"$450,000",0,1,0,2015/10/04,服飾用品,"$2,985",,ATM轉帳,,7,1,0,
000816,150,女,41,0,新北市,樹林區,高中(職),"$460,000",0,1,,2015/10/04,生活百貨,"$1,375",玉璽卡,信用卡,0,2,1,0,
000810,99,女,45,1,高雄市,鳥松區,大學,"$270,000",0,1,0,2015/10/04,食品飲料,$741,簽帳金融卡,信用卡,1,1,0,,
000810,99,女,45,1,高雄市,鳥松區,大學,"$270,000",0,1,0,2015/10/04,美妝保健,"$2,174",簽帳金融卡,信用卡,0,2,0,,
002342,182,女,50,0,新北市,中和區,大學,"$460,000",0,1,,2015/10/04,美妝保健,"$2,788",玉璽卡,信用卡,0,1,0,,
001117,222,男,25,0,新北市,五股區,大學,"$500,000",1,1,,2015/10/04,生活百貨,"$1,108",,ATM轉帳,,3,1,0,
001503,26,女,36,1,雲林縣,虎尾鎮,大學,"$400,000",0,1,2,2015/10/04,服飾用品,$474,簽帳金融卡,信用卡,0,4,1,1,11
001503,26,女,36,1,雲林縣,虎尾鎮,大學,"$400,000",0,1,2,2015/10/04,美妝保健,$589,簽帳金融卡,信用卡,0,1,1,1,12
001503,26,女,36,1,雲林縣,虎尾鎮,大學,"$400,000",0,1,2,2015/10/04,美妝保健,"$1,607",簽帳金融卡,信用卡,0,1,1,0,
002392,33,女,36,1,高雄市,鳳山區,其他,"$561,818",0,1,2,2015/10/04,美妝保健,"$1,632",玉璽卡,信用卡,0,2,1,1,9
001433,249,男,49,0,桃園縣,桃園市,大學,"$500,000",1,1,,2015/10/04,生活百貨,$626,小資卡,信用卡,0,1,1,0,
002392,33,女,36,1,高雄市,鳳山區,其他,"$561,818",0,1,2,2015/10/04,服飾用品,"$2,468",小資卡,信用卡,1,1,0,,
001378,66,男,48,1,新北市,三重區,大學,"$600,000",1,1,1,2015/10/04,食品飲料,"$2,701",商務卡,信用卡,0,1,0,,
000718,80,女,34,1,新竹縣,湖口鄉,其他,"$545,625",0,1,1,2015/10/04,服飾用品,"$2,097",玉璽卡,信用卡,0,2,0,,
002060,118,男,46,1,新北市,中和區,大學,"$480,000",0,1,1,2015/10/04,電器用品,"$7,874",,ATM轉帳,,1,1,0,
001252,33,男,45,1,台南市,安南區,大學,"$350,000",1,1,0,2015/10/04,美妝保健,"$2,215",,ATM轉帳,,3,0,,
001250,44,女,36,1,新北市,三重區,其他,"$633,636",0,1,1,2015/10/04,美妝保健,"$5,225",簽帳金融卡,信用卡,0,1,1,1,5
001250,44,女,36,1,新北市,三重區,其他,"$633,636",0,1,1,2015/10/04,美妝保健,$898,玉璽卡,信用卡,0,2,0,,
001250,44,女,36,1,新北市,三重區,其他,"$633,636",0,1,1,2015/10/04,服飾用品,"$1,946",簽帳金融卡,信用卡,0,3,1,1,15
001250,44,女,36,1,新北市,三重區,其他,"$633,636",0,1,1,2015/10/04,教育娛樂,$640,玉璽卡,信用卡,1,2,1,1,10
002068,33,男,32,1,新北市,三芝區,其他,"$340,000",0,1,1,2015/10/04,電器用品,"$6,342",簽帳金融卡,信用卡,1,2,1,0,
001133,27,女,38,0,新北市,八里區,其他,"$642,222",1,1,,2015/10/04,美妝保健,"$2,425",小資卡,信用卡,1,1,1,1,16
001227,87,女,28,1,台中市,大里區,其他,"$554,713",0,1,0,2015/10/04,服飾用品,"$1,177",小資卡,信用卡,0,1,0,,
002392,33,女,36,1,高雄市,鳳山區,其他,"$561,818",0,1,2,2015/10/04,美妝保健,"$1,641",小資卡,信用卡,0,1,0,,
002392,33,女,36,1,高雄市,鳳山區,其他,"$561,818",0,1,2,2015/10/04,美妝保健,"$1,603",小資卡,信用卡,1,1,1,1,17
002392,33,女,36,1,高雄市,鳳山區,其他,"$561,818",0,1,2,2015/10/04,美妝保健,"$1,447",簽帳金融卡,信用卡,1,1,1,0,
001227,87,女,28,1,台中市,大里區,其他,"$554,713",0,1,0,2015/10/04,服飾用品,"$3,100",小資卡,信用卡,1,2,0,,
002392,33,女,36,1,高雄市,鳳山區,其他,"$561,818",0,1,2,2015/10/04,美妝保健,$695,玉璽卡,信用卡,1,2,0,,
000270,77,女,41,0,台中市,清水區,其他,"$300,000",1,1,,2015/10/04,美妝保健,$597,汽車卡,信用卡,0,1,0,,
002180,126,女,27,1,雲林縣,土庫鎮,其他,"$392,857",1,1,1,2015/10/04,美妝保健,"$1,360",玉璽卡,信用卡,0,2,1,1,9
002216,95,女,29,0,台南市,新營區,其他,"$350,000",0,1,,2015/10/04,服飾用品,"$1,153",,ATM轉帳,,1,1,1,8
002180,126,女,27,1,雲林縣,土庫鎮,其他,"$392,857",1,1,1,2015/10/04,電器用品,"$4,466",,ATM轉帳,,4,0,,
002177,76,男,38,1,台北市,信義區,大學,"$606,447",1,1,1,2015/10/04,食品飲料,"$1,217",玉璽卡,信用卡,0,2,1,0,
001728,123,男,42,1,台北市,大安區,其他,"$652,276",0,0,1,2015/10/04,電器用品,"$3,733",小資卡,信用卡,0,1,0,,
001133,27,女,38,0,新北市,八里區,其他,"$642,222",1,1,,2015/10/04,美妝保健,"$2,362",小資卡,信用卡,0,1,0,,
001133,27,女,38,0,新北市,八里區,其他,"$642,222",1,1,,2015/10/04,電器用品,"$4,306",小資卡,信用卡,0,1,1,0,
001759,112,女,41,1,新北市,永和區,其他,"$340,000",1,1,3,2015/10/04,電器用品,"$4,190",簽帳金融卡,信用卡,0,1,0,,
001122,171,男,42,0,台北市,北投區,大學,"$380,000",0,1,,2015/10/04,電器用品,"$5,938",,ATM轉帳,,1,0,,
001122,171,男,42,0,台北市,北投區,大學,"$380,000",0,1,,2015/10/04,食品飲料,"$1,830",玉璽卡,信用卡,0,1,0,,
002107,82,女,36,1,高雄市,前鎮區,碩士以上,"$240,000",0,1,1,2015/10/04,美妝保健,"$1,443",簽帳金融卡,信用卡,1,2,0,,
002107,82,女,36,1,高雄市,前鎮區,碩士以上,"$240,000",0,1,1,2015/10/04,服飾用品,"$1,242",簽帳金融卡,信用卡,1,1,0,,
001133,27,女,38,0,新北市,八里區,其他,"$642,222",1,1,,2015/10/04,美妝保健,"$1,081",小資卡,信用卡,0,2,1,0,
002060,118,男,46,1,新北市,中和區,大學,"$480,000",0,1,1,2015/10/04,電器用品,"$3,817",商務卡,信用卡,1,2,1,0,
002087,74,男,38,1,新北市,土城區,大學,"$370,000",0,1,0,2015/10/04,服飾用品,"$2,111",,貨到付款,,2,0,,
001422,59,女,44,1,無資料,無資料,其他,"$270,000",0,1,0,2015/10/04,服飾用品,"$1,581",玉璽卡,信用卡,0,1,0,,
002070,480,男,35,0,嘉義市,嘉義市,大學,"$340,000",0,1,,2015/10/04,電器用品,"$3,254",,貨到付款,,1,0,,
002068,33,男,32,1,新北市,三芝區,其他,"$340,000",0,1,1,2015/10/04,美妝保健,"$2,137",簽帳金融卡,信用卡,0,1,0,,
001117,222,男,25,0,新北市,五股區,大學,"$500,000",1,1,,2015/10/04,服飾用品,"$3,217",,ATM轉帳,,4,1,0,
001061,130,女,39,1,屏東縣,屏東市,其他,"$578,308",1,1,0,2015/10/04,美妝保健,$860,玉璽卡,信用卡,1,3,0,,
002060,118,男,46,1,新北市,中和區,大學,"$480,000",0,1,1,2015/10/04,電器用品,"$4,224",玉璽卡,信用卡,0,3,0,,
000270,77,女,41,0,台中市,清水區,其他,"$300,000",1,1,,2015/10/04,美妝保健,"$3,159",玉璽卡,信用卡,1,1,0,,
002342,182,女,50,0,新北市,中和區,大學,"$460,000",0,1,,2015/10/04,生活百貨,"$1,336",簽帳金融卡,信用卡,0,3,1,0,
001960,28,男,38,1,高雄市,前鎮區,其他,"$513,214",1,1,1,2015/10/05,美妝保健,$851,簽帳金融卡,信用卡,0,5,1,1,11
001904,62,男,41,1,新北市,永和區,其他,"$657,258",1,1,1,2015/10/05,服飾用品,"$3,538",簽帳金融卡,信用卡,1,1,1,1,10
001904,62,男,41,1,新北市,永和區,其他,"$657,258",1,1,1,2015/10/05,服飾用品,"$2,857",簽帳金融卡,信用卡,0,1,0,,
001849,46,女,39,1,台中市,南屯區,大學,"$240,000",0,1,1,2015/10/05,美妝保健,"$1,075",簽帳金融卡,信用卡,0,2,0,,
000086,52,男,30,1,台北市,中山區,其他,"$628,654",1,1,1,2015/10/05,食品飲料,"$1,488",,ATM轉帳,,1,1,1,11
001812,343,男,45,1,嘉義市,嘉義市,大學,"$320,000",0,1,2,2015/10/05,食品飲料,"$1,787",簽帳金融卡,信用卡,0,1,1,0,
001786,71,女,28,0,台北市,文山區,碩士以上,"$730,000",1,1,,2015/10/05,服飾用品,"$3,992",,貨到付款,,1,1,1,5
001786,71,女,28,0,台北市,文山區,碩士以上,"$730,000",1,1,,2015/10/05,美妝保健,"$1,331",玉璽卡,信用卡,0,2,0,,
001771,81,男,39,1,桃園縣,八德市,大學,"$310,000",0,1,1,2015/10/05,食品飲料,"$2,079",,ATM轉帳,,1,1,0,
000484,86,男,35,1,台北市,文山區,其他,"$651,279",1,1,1,2015/10/05,食品飲料,"$3,726",,ATM轉帳,,2,1,0,
002115,123,女,41,1,台北市,士林區,其他,"$400,000",0,1,1,2015/10/05,美妝保健,"$1,003",玉璽卡,信用卡,0,3,0,,
001315,53,男,38,1,台北市,北投區,其他,"$660,189",0,1,0,2015/10/05,服飾用品,"$1,834",,貨到付款,,1,1,0,
000870,59,男,40,1,高雄市,小港區,大學,"$582,203",1,1,1,2015/10/05,服飾用品,"$1,854",,貨到付款,,1,0,,
000870,59,男,40,1,高雄市,小港區,大學,"$582,203",1,1,1,2015/10/05,服飾用品,$927,,ATM轉帳,,1,1,0,
000089,146,男,39,0,台南市,六甲區,專科,"$330,000",1,1,,2015/10/05,食品飲料,$816,,ATM轉帳,,2,1,0,
000860,263,男,38,0,新北市,板橋區,大學,"$380,000",0,1,,2015/10/05,電器用品,"$4,147",汽車卡,信用卡,1,1,0,,
002404,157,男,34,1,無資料,無資料,大學,"$508,599",1,1,1,2015/10/05,生活百貨,$609,,ATM轉帳,,2,0,,
000449,21,男,55,1,桃園縣,大溪鎮,大學,"$400,000",1,1,1,2015/10/05,美妝保健,"$1,762",簽帳金融卡,信用卡,0,2,1,0,
000860,263,男,38,0,新北市,板橋區,大學,"$380,000",0,1,,2015/10/05,電器用品,"$4,207",,貨到付款,,1,1,0,
000860,263,男,38,0,新北市,板橋區,大學,"$380,000",0,1,,2015/10/05,生活百貨,"$2,130",簽帳金融卡,信用卡,0,3,1,1,18
000860,263,男,38,0,新北市,板橋區,大學,"$380,000",0,1,,2015/10/05,電器用品,"$6,766",,ATM轉帳,,2,0,,
000860,263,男,38,0,新北市,板橋區,大學,"$380,000",0,1,,2015/10/05,生活百貨,$996,,貨到付款,,1,1,0,
002336,35,女,38,1,台中市,西屯區,其他,"$525,143",1,1,1,2015/10/05,美妝保健,"$1,404",玉璽卡,信用卡,0,3,0,,
002404,157,男,34,1,無資料,無資料,大學,"$508,599",1,1,1,2015/10/05,食品飲料,"$2,319",簽帳金融卡,信用卡,1,1,1,1,12
000432,59,女,46,1,台北市,大安區,其他,"$340,000",0,1,0,2015/10/05,服飾用品,"$1,552",小資卡,信用卡,0,4,0,,
000432,59,女,46,1,台北市,大安區,其他,"$340,000",0,1,0,2015/10/05,服飾用品,"$1,667",小資卡,信用卡,0,3,0,,
001503,26,女,36,1,雲林縣,虎尾鎮,大學,"$400,000",0,1,2,2015/10/05,美妝保健,$883,,貨到付款,,3,0,,
001503,26,女,36,1,雲林縣,虎尾鎮,大學,"$400,000",0,1,2,2015/10/05,美妝保健,$707,簽帳金融卡,信用卡,0,1,1,0,
001503,26,女,36,1,雲林縣,虎尾鎮,大學,"$400,000",0,1,2,2015/10/05,美妝保健,"$1,936",簽帳金融卡,信用卡,0,3,1,0,
001503,26,女,36,1,雲林縣,虎尾鎮,大學,"$400,000",0,1,2,2015/10/05,美妝保健,"$1,120",簽帳金融卡,信用卡,0,1,1,1,13
001503,26,女,36,1,雲林縣,虎尾鎮,大學,"$400,000",0,1,2,2015/10/05,電器用品,"$3,394",,貨到付款,,2,0,,
000799,47,女,40,0,桃園縣,龜山鄉,其他,"$560,000",1,1,,2015/10/05,美妝保健,"$1,437",簽帳金融卡,信用卡,0,3,1,1,6
000799,47,女,40,0,桃園縣,龜山鄉,其他,"$560,000",1,1,,2015/10/05,服飾用品,$927,小資卡,信用卡,1,1,0,,
002297,82,女,36,1,新北市,林口區,大學,"$675,488",0,1,1,2015/10/05,服飾用品,"$2,662",玉璽卡,信用卡,0,1,1,0,
000396,29,女,48,1,苗栗縣,通霄鎮,其他,"$576,552",0,1,1,2015/10/05,美妝保健,$881,簽帳金融卡,信用卡,0,1,1,1,10
000396,29,女,48,1,苗栗縣,通霄鎮,其他,"$576,552",0,1,1,2015/10/05,美妝保健,"$2,825",小資卡,信用卡,1,1,0,,
000396,29,女,48,1,苗栗縣,通霄鎮,其他,"$576,552",0,1,1,2015/10/05,美妝保健,"$1,405",小資卡,信用卡,0,1,1,1,22
002340,39,女,29,1,台北市,松山區,其他,"$687,949",0,1,0,2015/10/05,美妝保健,"$2,448",,貨到付款,,3,1,1,10
002115,123,女,41,1,台北市,士林區,其他,"$400,000",0,1,1,2015/10/05,電器用品,"$5,335",,貨到付款,,2,1,0,
002112,44,女,42,1,台北市,內湖區,大學,"$520,000",0,1,0,2015/10/05,美妝保健,$979,簽帳金融卡,信用卡,1,1,0,,
000207,42,女,37,1,台北市,信義區,專科,"$620,000",0,1,1,2015/10/05,其他,"$7,820",簽帳金融卡,信用卡,0,3,1,1,4
000207,42,女,37,1,台北市,信義區,專科,"$620,000",0,1,1,2015/10/05,美妝保健,"$2,374",簽帳金融卡,信用卡,0,1,1,0,
000712,155,男,34,0,新北市,中和區,大學,"$580,000",1,1,,2015/10/05,電器用品,"$5,560",簽帳金融卡,信用卡,0,2,0,,
000207,42,女,37,1,台北市,信義區,專科,"$620,000",0,1,1,2015/10/05,服飾用品,"$2,539",簽帳金融卡,信用卡,0,1,0,,
000712,155,男,34,0,新北市,中和區,大學,"$580,000",1,1,,2015/10/05,生活百貨,"$3,370",,貨到付款,,2,0,,
000207,42,女,37,1,台北市,信義區,專科,"$620,000",0,1,1,2015/10/05,服飾用品,"$1,285",簽帳金融卡,信用卡,0,1,1,1,7
000207,42,女,37,1,台北市,信義區,專科,"$620,000",0,1,1,2015/10/05,服飾用品,"$3,906",簽帳金融卡,信用卡,0,2,1,0,
001315,53,男,38,1,台北市,北投區,其他,"$660,189",0,1,0,2015/10/05,食品飲料,"$1,855",,ATM轉帳,,1,1,1,11
002340,39,女,29,1,台北市,松山區,其他,"$687,949",0,1,0,2015/10/05,服飾用品,"$4,738",,貨到付款,,2,0,,
002141,266,女,31,0,新北市,中和區,大學,"$340,000",0,1,,2015/10/05,服飾用品,"$1,343",簽帳金融卡,信用卡,0,4,1,1,10
000202,93,女,44,0,新北市,板橋區,大學,"$600,000",0,1,,2015/10/05,服飾用品,"$1,098",簽帳金融卡,信用卡,0,2,0,,
002141,266,女,31,0,新北市,中和區,大學,"$340,000",0,1,,2015/10/05,美妝保健,"$2,864",簽帳金融卡,信用卡,0,3,0,,
002404,157,男,34,1,無資料,無資料,大學,"$508,599",1,1,1,2015/10/05,食品飲料,"$1,719",簽帳金融卡,信用卡,0,1,0,,
002141,266,女,31,0,新北市,中和區,大學,"$340,000",0,1,,2015/10/05,生活百貨,"$2,812",簽帳金融卡,信用卡,0,7,1,0,
002141,266,女,31,0,新北市,中和區,大學,"$340,000",0,1,,2015/10/05,美妝保健,"$1,214",簽帳金融卡,信用卡,1,1,1,1,6
002297,82,女,36,1,新北市,林口區,大學,"$675,488",0,1,1,2015/10/05,美妝保健,"$1,078",,貨到付款,,2,1,1,11
002297,82,女,36,1,新北市,林口區,大學,"$675,488",0,1,1,2015/10/05,服飾用品,"$1,486",,貨到付款,,3,0,,
000432,59,女,46,1,台北市,大安區,其他,"$340,000",0,1,0,2015/10/05,服飾用品,"$1,720",小資卡,信用卡,0,1,1,0,
002141,266,女,31,0,新北市,中和區,大學,"$340,000",0,1,,2015/10/05,美妝保健,"$3,516",玉璽卡,信用卡,0,1,0,,
002297,82,女,36,1,新北市,林口區,大學,"$675,488",0,1,1,2015/10/05,服飾用品,"$1,496",,貨到付款,,1,1,0,
002112,44,女,42,1,台北市,內湖區,大學,"$520,000",0,1,0,2015/10/05,美妝保健,"$2,894",簽帳金融卡,信用卡,1,1,0,,
002115,123,女,41,1,台北市,士林區,其他,"$400,000",0,1,1,2015/10/05,食品飲料,"$1,499",玉璽卡,信用卡,0,1,0,,
001061,130,女,39,1,屏東縣,屏東市,其他,"$578,308",1,1,0,2015/10/05,美妝保健,"$1,498",,貨到付款,,1,0,,
000029,138,男,39,0,雲林縣,元長鄉,大學,"$404,275",0,1,,2015/10/05,電器用品,"$4,316",小資卡,信用卡,0,3,1,0,
001909,32,男,34,1,台東縣,台東市,其他,"$557,813",0,1,3,2015/10/06,美妝保健,"$1,104",,ATM轉帳,,3,1,1,13
001909,32,男,34,1,台東縣,台東市,其他,"$557,813",0,1,3,2015/10/06,美妝保健,"$1,204",,貨到付款,,1,0,,
001847,50,女,39,1,高雄市,左營區,大學,"$270,000",0,1,3,2015/10/06,美妝保健,$920,玉璽卡,信用卡,1,1,0,,
001847,50,女,39,1,高雄市,左營區,大學,"$270,000",0,1,3,2015/10/06,服飾用品,"$2,220",玉璽卡,信用卡,1,2,0,,
000237,194,女,52,1,台中市,西屯區,其他,"$558,454",0,0,1,2015/10/06,美妝保健,"$2,198",,貨到付款,,1,0,,
001812,343,男,45,1,嘉義市,嘉義市,大學,"$320,000",0,1,2,2015/10/06,生活百貨,$818,簽帳金融卡,信用卡,0,1,0,,
001812,343,男,45,1,嘉義市,嘉義市,大學,"$320,000",0,1,2,2015/10/06,電器用品,"$3,072",,ATM轉帳,,3,0,,
002370,44,男,48,1,無資料,無資料,其他,"$540,455",1,1,0,2015/10/06,服飾用品,"$1,869",,ATM轉帳,,1,1,0,
000946,115,男,43,1,南投縣,草屯鎮,其他,"$534,348",1,1,0,2015/10/06,電器用品,"$4,258",,貨到付款,,4,1,0,
000237,194,女,52,1,台中市,西屯區,其他,"$558,454",0,0,1,2015/10/06,服飾用品,"$2,602",尊榮卡,信用卡,0,3,1,0,
001728,123,男,42,1,台北市,大安區,其他,"$652,276",0,0,1,2015/10/06,食品飲料,$994,,貨到付款,,3,0,,
001728,123,男,42,1,台北市,大安區,其他,"$652,276",0,0,1,2015/10/06,電器用品,"$5,456",小資卡,信用卡,0,3,1,0,
001728,123,男,42,1,台北市,大安區,其他,"$652,276",0,0,1,2015/10/06,電器用品,"$4,152",小資卡,信用卡,0,2,1,0,
002297,82,女,36,1,新北市,林口區,大學,"$675,488",0,1,1,2015/10/06,服飾用品,"$1,081",,貨到付款,,2,0,,
000464,269,男,36,1,新北市,板橋區,其他,"$500,000",1,1,0,2015/10/06,食品飲料,"$2,432",玉璽卡,信用卡,0,2,0,,
001890,67,女,44,0,新北市,新莊區,高中(職),"$400,000",0,1,,2015/10/06,食品飲料,$722,簽帳金融卡,信用卡,1,1,0,,
000864,82,女,35,0,高雄市,路竹區,其他,"$549,756",0,1,,2015/10/06,服飾用品,"$1,772",汽車卡,信用卡,0,2,1,0,
000864,82,女,35,0,高雄市,路竹區,其他,"$549,756",0,1,,2015/10/06,服飾用品,$975,簽帳金融卡,信用卡,0,4,1,0,
000598,78,女,33,1,台北市,北投區,其他,"$659,615",0,1,1,2015/10/06,服飾用品,$516,簽帳金融卡,信用卡,0,1,0,,
001909,32,男,34,1,台東縣,台東市,其他,"$557,813",0,1,3,2015/10/06,美妝保健,"$1,368",簽帳金融卡,信用卡,0,6,1,1,11
001549,8,男,50,1,桃園縣,桃園市,大學,"$511,250",0,1,1,2015/10/06,電器用品,"$3,858",簽帳金融卡,信用卡,0,1,1,0,
001549,8,男,50,1,桃園縣,桃園市,大學,"$511,250",0,1,1,2015/10/06,生活百貨,$787,,ATM轉帳,,1,0,,
000992,41,女,35,1,台中市,南屯區,其他,"$542,439",1,1,3,2015/10/06,服飾用品,"$2,592",簽帳金融卡,信用卡,0,2,1,0,
002297,82,女,36,1,新北市,林口區,大學,"$675,488",0,1,1,2015/10/06,服飾用品,"$4,352",,貨到付款,,2,0,,
000207,42,女,37,1,台北市,信義區,專科,"$620,000",0,1,1,2015/10/06,服飾用品,"$1,655",,貨到付款,,1,0,,
000693,107,女,37,1,花蓮縣,花蓮市,其他,"$300,000",0,1,2,2015/10/06,美妝保健,"$1,370",小資卡,信用卡,0,1,1,1,22
000693,107,女,37,1,花蓮縣,花蓮市,其他,"$300,000",0,1,2,2015/10/06,美妝保健,"$2,769",簽帳金融卡,信用卡,0,2,0,,
000677,6,女,50,1,台南市,東區,大學,"$400,000",0,1,3,2015/10/06,食品飲料,"$1,065",玉璽卡,信用卡,0,1,1,1,9
000676,16,女,26,1,台北市,大安區,大學,"$340,000",0,1,0,2015/10/06,美妝保健,"$1,140",玉璽卡,信用卡,1,1,1,0,
000676,16,女,26,1,台北市,大安區,大學,"$340,000",0,1,0,2015/10/06,美妝保健,"$1,346",,ATM轉帳,,1,0,,
001238,84,女,43,1,新北市,板橋區,大學,"$400,000",0,1,0,2015/10/06,服飾用品,"$2,135",簽帳金融卡,信用卡,0,3,1,0,
001238,84,女,43,1,新北市,板橋區,大學,"$400,000",0,1,0,2015/10/06,服飾用品,"$2,807",玉璽卡,信用卡,0,2,0,,
002370,44,男,48,1,無資料,無資料,其他,"$540,455",1,1,0,2015/10/06,服飾用品,$988,,ATM轉帳,,1,0,,
002297,82,女,36,1,新北市,林口區,大學,"$675,488",0,1,1,2015/10/06,美妝保健,"$1,464",小資卡,信用卡,0,3,0,,
002297,82,女,36,1,新北市,林口區,大學,"$675,488",0,1,1,2015/10/06,食品飲料,$832,小資卡,信用卡,0,1,1,0,
002297,82,女,36,1,新北市,林口區,大學,"$675,488",0,1,1,2015/10/06,服飾用品,"$1,021",簽帳金融卡,信用卡,0,3,1,0,
002297,82,女,36,1,新北市,林口區,大學,"$675,488",0,1,1,2015/10/06,教育娛樂,"$2,658",玉璽卡,信用卡,0,2,1,1,14
002297,82,女,36,1,新北市,林口區,大學,"$675,488",0,1,1,2015/10/06,服飾用品,"$3,384",簽帳金融卡,信用卡,0,3,1,1,12
001125,196,男,37,1,台北市,文山區,大學,"$1,000,000",0,0,1,2015/10/06,食品飲料,"$1,033",小資卡,信用卡,0,1,0,,
000598,78,女,33,1,台北市,北投區,其他,"$659,615",0,1,1,2015/10/06,服飾用品,"$4,681",簽帳金融卡,信用卡,0,2,0,,
002107,82,女,36,1,高雄市,前鎮區,碩士以上,"$240,000",0,1,1,2015/10/06,服飾用品,"$4,030",簽帳金融卡,信用卡,0,3,1,1,16
001061,130,女,39,1,屏東縣,屏東市,其他,"$578,308",1,1,0,2015/10/06,電器用品,"$3,306",汽車卡,信用卡,0,1,0,,
002370,44,男,48,1,無資料,無資料,其他,"$540,455",1,1,0,2015/10/06,食品飲料,"$2,597",,ATM轉帳,,2,0,,
001960,28,男,38,1,高雄市,前鎮區,其他,"$513,214",1,1,1,2015/10/07,美妝保健,"$2,592",汽車卡,信用卡,0,1,1,0,
001960,28,男,38,1,高雄市,前鎮區,其他,"$513,214",1,1,1,2015/10/07,美妝保健,"$2,133",玉璽卡,信用卡,1,2,1,0,
001190,40,男,39,0,無資料,無資料,大學,"$514,500",1,1,,2015/10/07,食品飲料,$764,小資卡,信用卡,1,1,1,0,
000995,256,男,40,0,台北市,大安區,其他,"$645,469",1,1,,2015/10/07,食品飲料,"$1,037",小資卡,信用卡,0,2,0,,
000995,256,男,40,0,台北市,大安區,其他,"$645,469",1,1,,2015/10/07,生活百貨,"$1,368",玉璽卡,信用卡,1,2,1,1,10
001868,11,男,34,1,高雄市,三民區,其他,"$606,364",1,1,2,2015/10/07,電器用品,"$3,642",汽車卡,信用卡,0,2,1,0,
000509,18,男,40,1,澎湖縣,西嶼鄉,其他,"$548,889",1,1,2,2015/10/07,電器用品,"$3,910",,ATM轉帳,,5,0,,
000509,18,男,40,1,澎湖縣,西嶼鄉,其他,"$548,889",1,1,2,2015/10/07,美妝保健,"$1,608",,貨到付款,,1,1,0,
001061,130,女,39,1,屏東縣,屏東市,其他,"$578,308",1,1,0,2015/10/07,電器用品,"$3,173",,貨到付款,,3,1,0,
000509,18,男,40,1,澎湖縣,西嶼鄉,其他,"$548,889",1,1,2,2015/10/07,美妝保健,"$4,300",簽帳金融卡,信用卡,0,2,0,,
002404,157,男,34,1,無資料,無資料,大學,"$508,599",1,1,1,2015/10/07,食品飲料,"$1,849",簽帳金融卡,信用卡,1,1,0,,
000957,80,女,28,1,新北市,永和區,大學,"$460,000",0,1,0,2015/10/07,教育娛樂,"$1,531",簽帳金融卡,信用卡,0,1,0,,
000957,80,女,28,1,新北市,永和區,大學,"$460,000",0,1,0,2015/10/07,服飾用品,"$1,469",簽帳金融卡,信用卡,1,2,1,1,15
000957,80,女,28,1,新北市,永和區,大學,"$460,000",0,1,0,2015/10/07,服飾用品,"$1,822",,貨到付款,,2,0,,
000957,80,女,28,1,新北市,永和區,大學,"$460,000",0,1,0,2015/10/07,教育娛樂,"$3,257",,ATM轉帳,,1,0,,
000957,80,女,28,1,新北市,永和區,大學,"$460,000",0,1,0,2015/10/07,美妝保健,"$2,563",簽帳金融卡,信用卡,1,2,0,,
002343,83,女,46,1,台北市,大同區,大學,"$620,000",0,1,0,2015/10/07,美妝保健,"$3,089",玉璽卡,信用卡,0,2,1,0,
000882,74,女,28,0,新北市,中和區,其他,"$632,027",0,1,,2015/10/07,服飾用品,"$5,298",,貨到付款,,2,0,,
000882,74,女,28,0,新北市,中和區,其他,"$632,027",0,1,,2015/10/07,服飾用品,"$1,423",,貨到付款,,4,1,1,10
000882,74,女,28,0,新北市,中和區,其他,"$632,027",0,1,,2015/10/07,食品飲料,"$2,170",,貨到付款,,1,1,1,16
000882,74,女,28,0,新北市,中和區,其他,"$632,027",0,1,,2015/10/07,美妝保健,"$2,423",,ATM轉帳,,2,0,,
001190,40,男,39,0,無資料,無資料,大學,"$514,500",1,1,,2015/10/07,食品飲料,"$1,196",簽帳金融卡,信用卡,0,3,0,,
001814,30,男,42,1,新北市,三重區,大學,"$340,000",1,1,0,2015/10/07,美妝保健,"$1,926",,ATM轉帳,,1,0,,
001594,9,男,50,1,台北市,萬華區,其他,"$692,222",1,1,2,2015/10/07,電器用品,"$4,715",,貨到付款,,1,1,0,
001594,9,男,50,1,台北市,萬華區,其他,"$692,222",1,1,2,2015/10/07,電器用品,"$4,829",,ATM轉帳,,1,1,0,
000838,46,女,37,1,彰化縣,社頭鄉,高中(職),"$350,000",1,1,2,2015/10/07,教育娛樂,$923,玉璽卡,信用卡,1,2,1,1,21
001556,145,女,40,1,新北市,淡水區,其他,"$624,000",0,1,3,2015/10/07,美妝保健,"$1,015",玉璽卡,信用卡,0,1,0,,
001556,145,女,40,1,新北市,淡水區,其他,"$624,000",0,1,3,2015/10/07,電器用品,"$4,554",簽帳金融卡,信用卡,0,1,0,,
001005,38,女,35,1,南投縣,草屯鎮,碩士以上,"$570,000",0,1,0,2015/10/07,美妝保健,"$2,547",簽帳金融卡,信用卡,0,1,0,,
001556,145,女,40,1,新北市,淡水區,其他,"$624,000",0,1,3,2015/10/07,電器用品,"$3,971",,貨到付款,,1,1,0,
